WORD	INDEX
schedule	1275
message	1276
28	1277
sacrifices	1278
authority	1279
behalf	1280
continued	1281
overseas	1282
navy	1283
fed	1284
reason	1285
flood	1286
honoring	1287
co	1288
december	1289
branch	1290
market	1291
party	1292
income	1293
attorney	1294
added	1295
wage	1296
balance	1297
what's	1298
towards	1299
consumer	1300
difficult	1301
north_dakota	1302
gave	1303
succeed	1304
june	1305
near	1306
someone	1307
miss	1308
single	1309
emails	1310
regulations	1311
august	1312
unfortunately	1313
beginning	1314
piece	1315
club	1316
outside	1317
nothing	1318
channel	1319
thomas	1320
long-term	1321
raising	1322
lack	1323
treatment	1324
october	1325
six	1326
q	1327
trainwreck	1328
victory	1329
especially	1330
invest	1331
2nd	1332
consequences	1333
mountain	1334
strengthen	1335
el_paso	1336
marketplace	1337
applications	1338
secure	1339
harm	1340
jr	1341
went	1342
view	1343
isn't	1344
headed	1345
series	1346
hands	1347
global	1348
hurt	1349
partnership	1350
responders	1351
ongoing	1352
river	1353
wages	1354
liberty	1355
goes	1356
projects	1357
listening	1358
minutes	1359
grateful	1360
hero	1361
understand	1362
we've	1363
vawa	1364
joint	1365
essential	1366
increased	1367
year's	1368
constitutional	1369
drive	1370
sexual_assault	1371
iran	1372
wall_street	1373
career	1374
coast	1375
column	1376
14	1377
competition	1378
b	1379
limit	1380
upon	1381
innocent	1382
media	1383
key	1384
winner	1385
native	1386
generations	1387
addressing	1388
requires	1389
guest	1390
preserve	1391
seen	1392
claims	1393
lawmakers	1394
interests	1395
nationwide	1396
led	1397
given	1398
enrollment	1399
discrimination	1400
forest	1401
nice	1402
keystone	1403
often	1404
reach	1405
carolina	1406
changed	1407
involved	1408
bank	1409
request	1410
ûï	1411
assist	1412
impacted	1413
construction	1414
email	1415
jeff	1416
travel	1417
effects	1418
half	1419
lunch	1420
farmbill	1421
sharing	1422
heading	1423
tragedy	1424
doesn't	1425
rhode_island	1426
level	1427
scout	1428
advance	1429
judiciary	1430
spring	1431
elected	1432
foundation	1433
wednesday	1434
flexibility	1435
voter	1436
low	1437
cutting	1438
reports	1439
senators	1440
ignore	1441
christmas	1442
sunday	1443
regional	1444
include	1445
person	1446
robert	1447
davis	1448
n	1449
toured	1450
religious	1451
implement	1452
happen	1453
hundreds	1454
agenda	1455
northern	1456
wwii	1457
lake	1458
mcdonald	1459
oklahoma	1460
nations	1461
hire	1462
measures	1463
promises	1464
covered	1465
options	1466
holiday	1467
select	1468
officers	1469
try	1470
22	1471
legal	1472
independent	1473
constituent	1474
23	1475
books	1476
age	1477
intelligence	1478
choose	1479
late	1480
kind	1481
dems	1482
healthy	1483
status	1484
train	1485
medicaid	1486
week's	1487
journal	1488
cosponsor	1489
heritage	1490
focused	1491
60	1492
corps	1493
rather	1494
price	1495
offer	1496
coal	1497
showing	1498
myself	1499
que	1500
difference	1501
gives	1502
guns	1503
forced	1504
feel	1505
idaho	1506
200	1507
died	1508
un	1509
spirit	1510
cornyn	1511
outstanding	1512
base	1513
surveillance	1514
chair	1515
sgt	1516
volunteer	1517
position	1518
fallen	1519
summit	1520
mean	1521
tennessee	1522
democrat	1523
sat	1524
gets	1525
introduce	1526
road	1527
championship	1528
effect	1529
mother	1530
indiana	1531
korean	1532
vital	1533
crimes	1534
keystonexl	1535
hour	1536
partisan	1537
host	1538
activity	1539
result	1540
investigation	1541
fema	1542
@washingtonpost	1543
abt	1544
saw	1545
beautiful	1546
george	1547
stopping	1548
patient	1549
passage	1550
common	1551
full-time	1552
battle	1553
ensuring	1554
date	1555
timeisnow	1556
increases	1557
idea	1558
dollar	1559
promise	1560
21	1561
taxpayer	1562
consumers	1563
values	1564
significant	1565
third	1566
investments	1567
application	1568
10:30	1569
crucial	1570
disabilities	1571
ceo	1572
different	1573
ed	1574
achieve	1575
bureau	1576
beach	1577
words	1578
citizenship	1579
shut	1580
ar2	1581
didn't	1582
pjnet	1583
privilege	1584
eagle	1585
compromise	1586
located	1587
reasons	1588
25	1589
neighbors	1590
holder	1591
finding	1592
simple	1593
naval	1594
technical	1595
homeland	1596
avoid	1597
pray	1598
cir	1599
paying	1600
western	1601
elementary	1602
lands	1603
wrote	1604
±	1605
play	1606
signing	1607
highlights	1608
inspiring	1609
cast	1610
idpol	1611
colorado	1612
employer	1613
pennsylvania	1614
inc	1615
facilities	1616
learning	1617
fourth	1618
trying	1619
11th	1620
isil	1621
strategy	1622
mary	1623
uniform	1624
cuba	1625
devastating	1626
admin	1627
ultimately	1628
damage	1629
ceiling	1630
views	1631
green	1632
provided	1633
ukraine	1634
dinner	1635
uninsured	1636
require	1637
breakfast	1638
offered	1639
star	1640
extremely	1641
facts	1642
common_sense	1643
duty	1644
expansion	1645
ends	1646
fossil	1647
puts	1648
loved_ones	1649
nuclear	1650
airport	1651
amnesty	1652
del	1653
boost	1654
addition	1655
hurting	1656
successful	1657
missouri	1658
fully	1659
tips	1660
yrs	1661
you'll	1662
mind	1663
immediately	1664
accept	1665
issued	1666
bob	1667
presented	1668
kerry	1669
engineering	1670
fraud	1671
women's	1672
wife	1673
gopshutdown	1674
kentucky	1675
known	1676
employee	1677
certainty	1678
helps	1679
reality	1680
we'll	1681
passes	1682
learned	1683
21st_century	1684
rising	1685
halls	1686
@whitehouse	1687
para	1688
side	1689
ag	1690
conservatives	1691
rally	1692
urging	1693
commission	1694
resident	1695
direct	1696
peter	1697
speaker	1698
closed	1699
allies	1700
bureaucrats	1701
respect	1702
ending	1703
louisiana	1704
watching	1705
boy	1706
commissioner	1707
active	1708
markets	1709
putting	1710
playing	1711
checks	1712
comments	1713
sessions	1714
cst	1715
fought	1716
sending	1717
9/11	1718
recognition	1719
activities	1720
upcoming	1721
cases	1722
parties	1723
opposition	1724
warm	1725
everyday	1726
investigate	1727
colleague	1728
thankful	1729
highlighting	1730
tradition	1731
obamacare's	1732
supports	1733
africa	1734
terrorist	1735
cr	1736
rise	1737
existing	1738
shouldn't	1739
limited	1740
gen	1741
reflect	1742
there's	1743
cities	1744
centers	1745
lgbt	1746
russia	1747
harry_reid	1748
provision	1749
uss	1750
advantage	1751
broad	1752
sc	1753
thanksgiving	1754
commonsense	1755
announcement	1756
station	1757
easy	1758
newsletter	1759
ruling	1760
numbers	1761
@foxnews	1762
themselves	1763
disappointed	1764
ryan	1765
tom	1766
wing	1767
break	1768
©	1769
term	1770
scandal	1771
whose	1772
chicago	1773
add	1774
terror	1775
storm	1776
solve	1777
frank	1778
por	1779
hampshire	1780
bottom	1781
exciting	1782
con	1783
above	1784
l	1785
network	1786
arts	1787
democratic	1788
either	1789
confirmed	1790
appreciation	1791
nj	1792
teacher	1793
returning	1794
operation	1795
winners	1796
turnout	1797
patrol	1798
forces	1799
front	1800
cbo	1801
2001	1802
tech	1803
rich	1804
sets	1805
direction	1806
requiring	1807
island	1808
10.10	1809
telephone	1810
harmful	1811
amazing	1812
springs	1813
11am	1814
expect	1815
scott	1816
determination	1817
|	1818
offices	1819
advisory	1820
whole	1821
waste	1822
>	1823
allows	1824
hhs	1825
losing	1826
survivors	1827
deployed	1828
tours	1829
ambassador	1830
4jobs	1831
bullying	1832
accounts	1833
introducing	1834
fuel	1835
martin_luther	1836
culture	1837
academies	1838
helpful	1839
wind	1840
encouraging	1841
room	1842
expanding	1843
perfect	1844
16	1845
praying	1846
ice	1847
raised	1848
provisions	1849
fast	1850
acts	1851
tim	1852
drop	1853
kennedy	1854
plant	1855
crowd	1856
jack	1857
113th	1858
fun	1859
sebelius	1860
govt	1861
dangerous	1862
huge	1863
protected	1864
seeking	1865
citizen	1866
neighborhood	1867
god	1868
fail	1869
opposed	1870
exactly	1871
truth	1872
running	1873
appropriate	1874
paycheck	1875
ca	1876
san_antonio	1877
gov	1878
rotary_club	1879
ribbon_cutting	1880
terrorists	1881
specific	1882
entry	1883
sad	1884
gratitude	1885
planning	1886
original	1887
account	1888
interesting	1889
produce	1890
creates	1891
approval	1892
healthcare.gov	1893
homes	1894
relationship	1895
lifetime	1896
develop	1897
diego	1898
welcoming	1899
mrs	1900
carson	1901
thought	1902
blessed	1903
strongly	1904
panel	1905
per	1906
homeless	1907
happened	1908
id	1909
sexual	1910
nutrition	1911
begins	1912
g	1913
lerner	1914
k	1915
strength	1916
lowest	1917
tremendous	1918
2011	1919
reducing	1920
movement	1921
improving	1922
extreme	1923
clicking	1924
renew	1925
earth	1926
positive	1927
background	1928
opposing	1929
submitted	1930
ban	1931
anyone	1932
falls	1933
changes	1934
nh	1935
lose	1936
urban	1937
considered	1938
eliminating	1939
church	1940
decade	1941
cdc	1942
changing	1943
ky	1944
cure	1945
festival	1946
faa	1947
postal	1948
seven	1949
outrageous	1950
knew	1951
clearly	1952
language	1953
estimated	1954
god_bless	1955
christian	1956
shall	1957
worth	1958
played	1959
lois	1960
ny	1961
killed	1962
beyond	1963
moral	1964
affect	1965
period	1966
sacrificed	1967
poor	1968
@barackobama	1969
participated	1970
lincoln	1971
delivery	1972
reserve	1973
register	1974
=	1975
testify	1976
museum	1977
likely	1978
extending	1979
wishes	1980
ten	1981
briefing	1982
double	1983
@wsj	1984
hopeful	1985
alone	1986
became	1987
onto	1988
limits	1989
he's	1990
institute	1991
scouts	1992
organization	1993
intervention	1994
allowed	1995
published	1996
space	1997
winter	1998
backlog	1999
10th	2000
closing	2001
cosponsoring	2002
elections	2003
income_inequality	2004
diabetes	2005
miami	2006
posted	2007
saddened	2008
failure	2009
built	2010
car	2011
70	2012
flags	2013
tornado	2014
prohibits	2015
forever	2016
dontdoublemyrate	2017
conversations	2018
uncertainty	2019
showed	2020
negotiations	2021
main	2022
safer	2023
package	2024
bus	2025
inspired	2026
prepare	2027
providers	2028
amount	2029
camp	2030
partners	2031
hit	2032
table	2033
track	2034
overreach	2035
orange	2036
enrolled	2037
vulnerable	2038
georgia	2039
touch	2040
successfully	2041
talented	2042
i-vt	2043
jan	2044
pursue	2045
picture	2046
cnn	2047
õ	2048
andrew	2049
oath	2050
@usatoday	2051
maryland	2052
born	2053
barack	2054
restaurant	2055
struggling	2056
gao	2057
internship	2058
intern	2059
visits	2060
quickly	2061
mess	2062
feet	2063
brothers	2064
¼	2065
smith	2066
type	2067
officially	2068
2010	2069
requesting	2070
retirement	2071
william	2072
represents	2073
adams	2074
feedback	2075
inspector	2076
lawsuit	2077
informed	2078
steve	2079
goal	2080
e	2081
kansas	2082
aerospace	2083
disabled	2084
stood	2085
prescription	2086
8th	2087
february	2088
bringbackourgirls	2089
strike	2090
beaches	2091
desk	2092
investing	2093
@deptvetaffairs	2094
highway	2095
terms	2096
location	2097
spying	2098
blog	2099
medals	2100
struggle	2101
arkansas	2102
europe	2103
richard	2104
cosponsored	2105
budgets	2106
fear	2107
equipment	2108
store	2109
expensive	2110
tough	2111
firsthand	2112
@thehill	2113
technologies	2114
silence	2115
gold	2116
ap	2117
comment	2118
engaged	2119
worse	2120
conditions	2121
decided	2122
final	2123
displayed	2124
sides	2125
joy	2126
mississippi	2127
property	2128
@financialcmte	2129
24	2130
hearts	2131
reaching	2132
eligible	2133
drugs	2134
champion	2135
illegally	2136
looks	2137
approve	2138
ray	2139
theft	2140
replace	2141
sept	2142
vietnamese	2143
refused	2144
google	2145
tea	2146
boys	2147
reopen	2148
awarded	2149
hunger	2150
armed	2151
appeared	2152
korea	2153
ourselves	2154
app	2155
crime	2156
obligation	2157
henry	2158
massive	2159
improvement	2160
round	2161
ranks	2162
form	2163
murray	2164
deliver	2165
busy	2166
mi	2167
@msnbc	2168
competitive	2169
wildfire	2170
thrilled	2171
corker	2172
biz	2173
lawrence	2174
ms	2175
costly	2176
alexander	2177
participating	2178
rachel	2179
identity	2180
sworn	2181
rebuild	2182
sergeant	2183
fields	2184
related	2185
suicide	2186
armed_forces	2187
miles	2188
book	2189
sense	2190
rely	2191
reagan	2192
basic	2193
31	2194
proposals	2195
banks	2196
awards	2197
command	2198
ûªd	2199
tribute	2200
pushing	2201
11:30	2202
requirements	2203
presidential	2204
nominations	2205
representing	2206
participation	2207
ultimate	2208
thompson	2209
historical	2210
bridge	2211
closer	2212
beliefs	2213
fathers	2214
highlight	2215
negotiate	2216
purple_heart	2217
lt	2218
particularly	2219
sites	2220
confirms	2221
29	2222
minnesota	2223
f	2224
concerning	2225
owner	2226
afford	2227
finance	2228
tools	2229
jonathan	2230
workshop	2231
port	2232
card	2233
orders	2234
won't	2235
equalpay	2236
moved	2237
:/	2238
effectively	2239
cc	2240
principles	2241
forgotten	2242
re	2243
exercise	2244
memory	2245
file	2246
addressed	2247
dept	2248
traffic	2249
tonight's	2250
adoption	2251
turn	2252
consideration	2253
securing	2254
delaying	2255
segment	2256
biggest	2257
places	2258
liberties	2259
alabama	2260
course	2261
willing	2262
caused	2263
implementation	2264
workplace	2265
selected	2266
testifying	2267
countries	2268
manner	2269
michael	2270
preparing	2271
grade	2272
10am	2273
keeps	2274
frm	2275
complete	2276
dad	2277
ben	2278
billions	2279
jamboree	2280
19	2281
target	2282
ri	2283
burden	2284
excellent	2285
offering	2286
5th	2287
refusing	2288
demand	2289
marijuana	2290
150	2291
montgomery	2292
mom	2293
recipients	2294
terrorism	2295
temporary	2296
v	2297
previous	2298
gap	2299
las	2300
newspaper	2301
kicks	2302
electric	2303
adding	2304
patrick	2305
lines	2306
ranking	2307
bike	2308
monthly	2309
eliminate	2310
occurred	2311
else	2312
alert	2313
hrs	2314
marriage	2315
th	2316
joins	2317
effective	2318
remembered	2319
consistently	2320
@corybooker	2321
doesn	2322
mandates	2323
alzheimer	2324
impressive	2325
jersey	2326
communicate	2327
detainees	2328
worst	2329
timetobuild	2330
prepared	2331
unit	2332
prime	2333
cfpb	2334
bonds	2335
suffer	2336
century	2337
league	2338
criminal	2339
charge	2340
certainly	2341
required	2342
corner	2343
worker	2344
seems	2345
chatting	2346
buy	2347
scholarship	2348
efficiency	2349
officer	2350
broadcast	2351
haven't	2352
hagel	2353
lance	2354
americorps	2355
colleges	2356
testimony	2357
internal	2358
chemical_weapons	2359
designed	2360
resource	2361
prioritize	2362
corporate	2363
mexican	2364
fbi	2365
pain	2366
marathon	2367
professionals	2368
epidemic	2369
blue	2370
birth	2371
fundamental	2372
carry	2373
tulsi_gabbard	2374
mlk	2375
castro	2376
koch	2377
global_warming	2378
hoping	2379
celebrated	2380
d-day	2381
restoring	2382
finish	2383
experiences	2384
26	2385
kicking	2386
proper	2387
overtime	2388
total	2389
easier	2390
gone	2391
hoosiers	2392
cspan	2393
telling	2394
2009	2395
townhall	2396
january	2397
wasteful	2398
2pm	2399
t	2400
deportations	2401
much-needed	2402
entrepreneurs	2403
strengthening	2404
knows	2405
regime	2406
blocked	2407
welcomed	2408
purchase	2409
ff	2410
furloughed	2411
congratulate	2412
compete	2413
court	2414
variety	2415
pentagon	2416
identified	2417
invited	2418
lots	2419
attendance	2420
so-called	2421
vice	2422
